Module 	X	Y	Z			
115	71.150	-472.350	2998.250			
116	114.750	-472.350	2998.250			
117	158.350	-472.350	2998.250			
118	201.950	-472.350	2998.250			
119	245.550	-472.350	2998.250			
120	289.150	-472.350	2998.250			
121	332.750	-472.350	2998.250			
122	376.350	-472.350	2998.250			
123	419.950	-472.350	2998.250			
124	463.550	-472.350	2998.250			
125	507.150	-472.350	2998.250			
126	550.750	-472.350	2998.250			
127	594.350	-472.350	2998.250			
128	637.950	-472.350	2998.250			
129	681.550	-472.350	2998.250			
130	725.150	-472.350	2998.250			
131	768.750	-472.350	2998.250			
132	812.350	-472.350	2998.250			
133	855.950	-472.350	2998.250			
134	899.550	-472.350	2998.250			
135	943.150	-472.350	2998.250			
136	986.750	-472.350	2998.250			
137	27.550	-385.650	2998.250			
138	71.150	-385.650	2998.250			
139	114.750	-385.650	2998.250			
140	245.550	-385.650	2998.250			
141	289.150	-385.650	2998.250			
142	332.750	-385.650	2998.250			
143	376.350	-385.650	2998.250			
144	419.950	-385.650	2998.250			
145	463.550	-385.650	2998.250			
146	507.150	-385.650	2998.250			
147	550.750	-385.650	2998.250			
148	594.350	-385.650	2998.250			
149	637.950	-385.650	2998.250			
150	681.550	-385.650	2998.250			
151	725.150	-385.650	2998.250			
152	768.750	-385.650	2998.250			
153	812.350	-385.650	2998.250			
154	855.950	-385.650	2998.250			
155	899.550	-385.650	2998.250			
156	943.150	-385.650	2998.250			
157	289.150	-299.950	2998.250			
158	332.750	-299.950	2998.250			
159	376.350	-299.950	2998.250			
160	419.950	-299.950	2998.250			
161	463.550	-299.950	2998.250			
162	507.150	-299.950	2998.250			
163	550.750	-299.950	2998.250			
164	594.350	-299.950	2998.250			
165	637.950	-299.950	2998.250			
166	681.550	-299.950	2998.250			
167	725.150	-299.950	2998.250			
168	768.750	-299.950	2998.250			
169	812.350	-299.950	2998.250			
170	855.950	-299.950	2998.250			
171	899.550	-299.950	2998.250			
172	943.150	-299.950	2998.250			
173	986.750	-299.950	2998.250			
174	1030.350	-299.950	2998.250			
175	1073.950	-299.950	2998.250			
176	332.750	-214.250	2998.250			
177	376.350	-214.250	2998.250			
178	419.950	-214.250	2998.250			
179	463.550	-214.250	2998.250			
180	507.150	-214.250	2998.250			
181	550.750	-214.250	2998.250			
182	594.350	-214.250	2998.250			
183	637.950	-214.250	2998.250			
184	681.550	-214.250	2998.250			
185	725.150	-214.250	2998.250			
186	768.750	-214.250	2998.250			
187	812.350	-214.250	2998.250			
188	855.950	-214.250	2998.250			
189	899.550	-214.250	2998.250			
190	943.150	-214.250	2998.250			
191	986.750	-214.250	2998.250			
192	1030.350	-214.250	2998.250			
193	1073.950	-214.250	2998.250			
194	376.350	-128.550	2998.250			
195	419.950	-128.550	2998.250			
196	463.550	-128.550	2998.250			
197	507.150	-128.550	2998.250			
198	550.750	-128.550	2998.250			
199	594.350	-128.550	2998.250			
200	637.950	-128.550	2998.250			
201	681.550	-128.550	2998.250			
202	725.150	-128.550	2998.250			
203	768.750	-128.550	2998.250			
204	812.350	-128.550	2998.250			
205	855.950	-128.550	2998.250			
206	899.550	-128.550	2998.250			
207	943.150	-128.550	2998.250			
208	986.750	-128.550	2998.250			
209	1030.350	-128.550	2998.250			
210	1073.950	-128.550	2998.250			
211	463.550	-42.850	2998.250			
212	507.150	-42.850	2998.250			
213	550.750	-42.850	2998.250			
214	594.350	-42.850	2998.250			
215	637.950	-42.850	2998.250			
216	681.550	-42.850	2998.250			
217	725.150	-42.850	2998.250			
218	768.750	-42.850	2998.250			
219	812.350	-42.850	2998.250			
220	855.950	-42.850	2998.250			
221	899.550	-42.850	2998.250			
222	943.150	-42.850	2998.250			
223	986.750	-42.850	2998.250			
224	1030.350	-42.850	2998.250			
225	1073.950	-42.850	2998.250			
226	463.550	42.850	2998.250			
227	507.150	42.850	2998.250			
228	550.750	42.850	2998.250			
229	594.350	42.850	2998.250			
230	637.950	42.850	2998.250			
231	681.550	42.850	2998.250			
232	725.150	42.850	2998.250			
233	768.750	42.850	2998.250			
234	812.350	42.850	2998.250			
235	855.950	42.850	2998.250			
236	899.550	42.850	2998.250			
237	943.150	42.850	2998.250			
238	986.750	42.850	2998.250			
239	1030.350	42.850	2998.250			
240	1073.950	42.850	2998.250			
241	376.350	128.550	2998.250			
242	419.950	128.550	2998.250			
243	463.550	128.550	2998.250			
244	507.150	128.550	2998.250			
245	550.750	128.550	2998.250			
246	594.350	128.550	2998.250			
247	637.950	128.550	2998.250			
248	681.550	128.550	2998.250			
249	725.150	128.550	2998.250			
250	768.750	128.550	2998.250			
251	812.350	128.550	2998.250			
252	855.950	128.550	2998.250			
253	899.550	128.550	2998.250			
254	943.150	128.550	2998.250			
255	986.750	128.550	2998.250			
256	1030.350	128.550	2998.250			
257	1073.950	128.550	2998.250			
258	332.750	214.250	2998.250			
259	376.350	214.250	2998.250			
260	419.950	214.250	2998.250			
261	463.550	214.250	2998.250			
262	507.150	214.250	2998.250			
263	550.750	214.250	2998.250			
264	594.350	214.250	2998.250			
265	637.950	214.250	2998.250			
266	681.550	214.250	2998.250			
267	725.150	214.250	2998.250			
268	768.750	214.250	2998.250			
269	812.350	214.250	2998.250			
270	855.950	214.250	2998.250			
271	899.550	214.250	2998.250			
272	943.150	214.250	2998.250			
273	986.750	214.250	2998.250			
274	1030.350	214.250	2998.250			
275	1073.950	214.250	2998.250			
276	289.150	299.950	2998.250			
277	332.750	299.950	2998.250			
278	376.350	299.950	2998.250			
279	419.950	299.950	2998.250			
280	463.550	299.950	2998.250			
281	507.150	299.950	2998.250			
282	550.750	299.950	2998.250			
283	594.350	299.950	2998.250			
284	637.950	299.950	2998.250			
285	681.550	299.950	2998.250			
286	725.150	299.950	2998.250			
287	768.750	299.950	2998.250			
288	812.350	299.950	2998.250			
289	855.950	299.950	2998.250			
290	899.550	299.950	2998.250			
291	943.150	299.950	2998.250			
292	986.750	299.950	2998.250			
293	1030.350	299.950	2998.250			
294	1073.950	299.950	2998.250			
295	289.150	385.650	2998.250			
296	332.750	385.650	2998.250			
297	376.350	385.650	2998.250			
298	419.950	385.650	2998.250			
299	463.550	385.650	2998.250			
300	507.150	385.650	2998.250			
301	550.750	385.650	2998.250			
302	594.350	385.650	2998.250			
303	637.950	385.650	2998.250			
304	681.550	385.650	2998.250			
305	725.150	385.650	2998.250			
306	768.750	385.650	2998.250			
307	812.350	385.650	2998.250			
308	855.950	385.650	2998.250			
309	899.550	385.650	2998.250			
310	943.150	385.650	2998.250			
311	27.550	471.350	2998.250			
312	71.150	471.350	2998.250			
313	114.750	471.350	2998.250			
314	158.350	471.350	2998.250			
315	201.950	471.350	2998.250			
316	245.550	471.350	2998.250			
317	289.150	471.350	2998.250			
318	332.750	471.350	2998.250			
319	376.350	471.350	2998.250			
320	419.950	471.350	2998.250			
321	463.550	471.350	2998.250			
322	507.150	471.350	2998.250			
323	550.750	471.350	2998.250			
324	594.350	471.350	2998.250			
325	637.950	471.350	2998.250			
326	681.550	471.350	2998.250			
327	725.150	471.350	2998.250			
328	768.750	471.350	2998.250			
329	812.350	471.350	2998.250			
330	855.950	471.350	2998.250			
331	899.550	471.350	2998.250			
332	943.150	471.350	2998.250			
333	27.550	557.050	2998.250			
334	71.150	557.050	2998.250			
335	114.750	557.050	2998.250			
336	158.350	557.050	2998.250			
337	201.950	557.050	2998.250			
338	245.550	557.050	2998.250			
339	289.150	557.050	2998.250			
340	332.750	557.050	2998.250			
341	376.350	557.050	2998.250			
342	419.950	557.050	2998.250			
343	463.550	557.050	2998.250			
344	507.150	557.050	2998.250			
345	550.750	557.050	2998.250			
346	594.350	557.050	2998.250			
347	637.950	557.050	2998.250			
348	681.550	557.050	2998.250			
349	725.150	557.050	2998.250			
350	768.750	557.050	2998.250			
351	812.350	557.050	2998.250			
352	855.950	557.050	2998.250			
353	899.550	557.050	2998.250			
354	943.150	557.050	2998.250			
355	986.750	557.050	2998.250			
356	27.550	642.750	2998.250			
357	71.150	642.750	2998.250			
358	114.750	642.750	2998.250			
359	158.350	642.750	2998.250			
360	201.950	642.750	2998.250			
361	245.550	642.750	2998.250			
362	289.150	642.750	2998.250			
363	332.750	642.750	2998.250			
364	376.350	642.750	2998.250			
365	419.950	642.750	2998.250			
366	463.550	642.750	2998.250			
367	507.150	642.750	2998.250			
368	550.750	642.750	2998.250			
369	594.350	642.750	2998.250			
370	637.950	642.750	2998.250			
371	681.550	642.750	2998.250			
372	725.150	642.750	2998.250			
373	768.750	642.750	2998.250			
374	812.350	642.750	2998.250			
375	855.950	642.750	2998.250			
376	899.550	642.750	2998.250			
377	943.150	642.750	2998.250			
378	27.550	728.450	2998.250			
379	71.150	728.450	2998.250			
380	114.750	728.450	2998.250			
381	158.350	728.450	2998.250			
382	201.950	728.450	2998.250			
383	245.550	728.450	2998.250			
384	289.150	728.450	2998.250			
385	332.750	728.450	2998.250			
386	376.350	728.450	2998.250			
387	419.950	728.450	2998.250			
388	463.550	728.450	2998.250			
389	507.150	728.450	2998.250			
390	550.750	728.450	2998.250			
391	594.350	728.450	2998.250			
392	637.950	728.450	2998.250			
393	681.550	728.450	2998.250			
394	725.150	728.450	2998.250			
395	768.750	728.450	2998.250			
396	812.350	728.450	2998.250			
397	855.950	728.450	2998.250			
398	27.550	814.150	2998.250			
399	71.150	814.150	2998.250			
400	114.750	814.150	2998.250			
401	158.350	814.150	2998.250			
402	201.950	814.150	2998.250			
403	245.550	814.150	2998.250			
404	289.150	814.150	2998.250			
405	332.750	814.150	2998.250			
406	376.350	814.150	2998.250			
407	419.950	814.150	2998.250			
408	463.550	814.150	2998.250			
409	507.150	814.150	2998.250			
410	550.750	814.150	2998.250			
411	594.350	814.150	2998.250			
412	637.950	814.150	2998.250			
413	681.550	814.150	2998.250			
414	725.150	814.150	2998.250			
415	768.750	814.150	2998.250			
416	27.550	899.850	2998.250			
417	71.150	899.850	2998.250			
418	114.750	899.850	2998.250			
419	158.350	899.850	2998.250			
420	201.950	899.850	2998.250			
421	245.550	899.850	2998.250			
422	289.150	899.850	2998.250			
423	332.750	899.850	2998.250			
424	376.350	899.850	2998.250			
425	419.950	899.850	2998.250			
426	463.550	899.850	2998.250			
427	507.150	899.850	2998.250			
428	550.750	899.850	2998.250			
429	594.350	899.850	2998.250			
430	637.950	899.850	2998.250			
431	681.550	899.850	2998.250			
432	27.550	985.550	2998.250			
433	71.150	985.550	2998.250			
434	114.750	985.550	2998.250			
435	158.350	985.550	2998.250			
436	201.950	985.550	2998.250			
437	245.550	985.550	2998.250			
438	289.150	985.550	2998.250			
439	332.750	985.550	2998.250			
440	376.350	985.550	2998.250			
441	419.950	985.550	2998.250			
442	463.550	985.550	2998.250			
443	507.150	985.550	2998.250			
444	550.750	985.550	2998.250			
445	114.750	1071.250	2998.250			
446	158.350	1071.250	2998.250			
447	201.950	1071.250	2998.250			
448	245.550	1071.250	2998.250			
449	289.150	1071.250	2998.250			
450	332.750	1071.250	2998.250			
451	376.350	1071.250	2998.250			
452	-158.350	-1072.250	2998.250			
453	-201.950	-1072.250	2998.250			
454	-245.550	-1072.250	2998.250			
455	-27.550	-986.550	2998.250			
456	-71.150	-986.550	2998.250			
457	-114.750	-986.550	2998.250			
458	-158.350	-986.550	2998.250			
459	-201.950	-986.550	2998.250			
460	-245.550	-986.550	2998.250			
461	-289.150	-986.550	2998.250			
462	-332.750	-986.550	2998.250			
463	-376.350	-986.550	2998.250			
464	-419.950	-986.550	2998.250			
465	-463.550	-986.550	2998.250			
466	-507.150	-986.550	2998.250			
467	-27.550	-900.850	2998.250			
468	-71.150	-900.850	2998.250			
469	-114.750	-900.850	2998.250			
470	-158.350	-900.850	2998.250			
471	-201.950	-900.850	2998.250			
472	-245.550	-900.850	2998.250			
473	-289.150	-900.850	2998.250			
474	-332.750	-900.850	2998.250			
475	-376.350	-900.850	2998.250			
476	-419.950	-900.850	2998.250			
477	-463.550	-900.850	2998.250			
478	-507.150	-900.850	2998.250			
479	-550.750	-900.850	2998.250			
480	-594.350	-900.850	2998.250			
481	-637.950	-900.850	2998.250			
482	-681.550	-900.850	2998.250			
483	-27.550	-815.150	2998.250			
484	-71.150	-815.150	2998.250			
485	-114.750	-815.150	2998.250			
486	-158.350	-815.150	2998.250			
487	-201.950	-815.150	2998.250			
488	-245.550	-815.150	2998.250			
489	-289.150	-815.150	2998.250			
490	-332.750	-815.150	2998.250			
491	-376.350	-815.150	2998.250			
492	-419.950	-815.150	2998.250			
493	-463.550	-815.150	2998.250			
494	-507.150	-815.150	2998.250			
495	-550.750	-815.150	2998.250			
496	-594.350	-815.150	2998.250			
497	-637.950	-815.150	2998.250			
498	-681.550	-815.150	2998.250			
499	-725.150	-815.150	2998.250			
500	-768.750	-815.150	2998.250			
501	-27.550	-729.450	2998.250			
502	-71.150	-729.450	2998.250			
503	-114.750	-729.450	2998.250			
504	-158.350	-729.450	2998.250			
505	-201.950	-729.450	2998.250			
506	-245.550	-729.450	2998.250			
507	-289.150	-729.450	2998.250			
508	-332.750	-729.450	2998.250			
509	-376.350	-729.450	2998.250			
510	-419.950	-729.450	2998.250			
511	-463.550	-729.450	2998.250			
512	-507.150	-729.450	2998.250			
513	-550.750	-729.450	2998.250			
514	-594.350	-729.450	2998.250			
515	-637.950	-729.450	2998.250			
516	-681.550	-729.450	2998.250			
517	-725.150	-729.450	2998.250			
518	-768.750	-729.450	2998.250			
519	-812.350	-729.450	2998.250			
520	-855.950	-729.450	2998.250			
521	-27.550	-643.750	2998.250			
522	-71.150	-643.750	2998.250			
523	-114.750	-643.750	2998.250			
524	-158.350	-643.750	2998.250			
525	-201.950	-643.750	2998.250			
526	-245.550	-643.750	2998.250			
527	-289.150	-643.750	2998.250			
528	-332.750	-643.750	2998.250			
529	-376.350	-643.750	2998.250			
530	-419.950	-643.750	2998.250			
531	-463.550	-643.750	2998.250			
532	-507.150	-643.750	2998.250			
533	-550.750	-643.750	2998.250			
534	-594.350	-643.750	2998.250			
535	-637.950	-643.750	2998.250			
536	-681.550	-643.750	2998.250			
537	-725.150	-643.750	2998.250			
538	-768.750	-643.750	2998.250			
539	-812.350	-643.750	2998.250			
540	-855.950	-643.750	2998.250			
541	-899.550	-643.750	2998.250			
542	-27.550	-558.050	2998.250			
543	-71.150	-558.050	2998.250			
544	-114.750	-558.050	2998.250			
545	-158.350	-558.050	2998.250			
546	-201.950	-558.050	2998.250			
547	-245.550	-558.050	2998.250			
548	-289.150	-558.050	2998.250			
549	-332.750	-558.050	2998.250			
550	-376.350	-558.050	2998.250			
551	-419.950	-558.050	2998.250			
552	-463.550	-558.050	2998.250			
553	-507.150	-558.050	2998.250			
554	-550.750	-558.050	2998.250			
555	-594.350	-558.050	2998.250			
556	-637.950	-558.050	2998.250			
557	-681.550	-558.050	2998.250			
558	-725.150	-558.050	2998.250			
559	-768.750	-558.050	2998.250			
560	-812.350	-558.050	2998.250			
561	-855.950	-558.050	2998.250			
562	-899.550	-558.050	2998.250			
563	-943.150	-558.050	2998.250			
564	-986.750	-558.050	2998.250			
565	-27.550	-472.350	2998.250			
566	-71.150	-472.350	2998.250			
567	-114.750	-472.350	2998.250			
568	-158.350	-472.350	2998.250			
569	-201.950	-472.350	2998.250			
570	-245.550	-472.350	2998.250			
571	-289.150	-472.350	2998.250			
572	-332.750	-472.350	2998.250			
573	-376.350	-472.350	2998.250			
574	-419.950	-472.350	2998.250			
575	-463.550	-472.350	2998.250			
576	-507.150	-472.350	2998.250			
577	-550.750	-472.350	2998.250			
578	-594.350	-472.350	2998.250			
579	-637.950	-472.350	2998.250			
580	-681.550	-472.350	2998.250			
581	-725.150	-472.350	2998.250			
582	-768.750	-472.350	2998.250			
583	-812.350	-472.350	2998.250			
584	-855.950	-472.350	2998.250			
585	-899.550	-472.350	2998.250			
586	-943.150	-472.350	2998.250			
587	-986.750	-472.350	2998.250			
588	-27.550	-385.650	2998.250			
589	-71.150	-385.650	2998.250			
590	-114.750	-385.650	2998.250			
591	-245.550	-385.650	2998.250			
592	-289.150	-385.650	2998.250			
593	-332.750	-385.650	2998.250			
594	-376.350	-385.650	2998.250			
595	-419.950	-385.650	2998.250			
596	-463.550	-385.650	2998.250			
597	-507.150	-385.650	2998.250			
598	-550.750	-385.650	2998.250			
599	-594.350	-385.650	2998.250			
600	-637.950	-385.650	2998.250			
601	-681.550	-385.650	2998.250			
602	-725.150	-385.650	2998.250			
603	-768.750	-385.650	2998.250			
604	-812.350	-385.650	2998.250			
605	-855.950	-385.650	2998.250			
606	-899.550	-385.650	2998.250			
607	-943.150	-385.650	2998.250			
608	-289.150	-299.950	2998.250			
609	-332.750	-299.950	2998.250			
610	-376.350	-299.950	2998.250			
611	-419.950	-299.950	2998.250			
612	-463.550	-299.950	2998.250			
613	-507.150	-299.950	2998.250			
614	-550.750	-299.950	2998.250			
615	-594.350	-299.950	2998.250			
616	-637.950	-299.950	2998.250			
617	-681.550	-299.950	2998.250			
618	-725.150	-299.950	2998.250			
619	-768.750	-299.950	2998.250			
620	-812.350	-299.950	2998.250			
621	-855.950	-299.950	2998.250			
622	-899.550	-299.950	2998.250			
623	-943.150	-299.950	2998.250			
624	-986.750	-299.950	2998.250			
625	-1030.350	-299.950	2998.250			
626	-1073.950	-299.950	2998.250			
627	-332.750	-214.250	2998.250			
628	-376.350	-214.250	2998.250			
629	-419.950	-214.250	2998.250			
630	-463.550	-214.250	2998.250			
631	-507.150	-214.250	2998.250			
632	-550.750	-214.250	2998.250			
633	-594.350	-214.250	2998.250			
634	-637.950	-214.250	2998.250			
635	-681.550	-214.250	2998.250			
636	-725.150	-214.250	2998.250			
637	-768.750	-214.250	2998.250			
638	-812.350	-214.250	2998.250			
639	-855.950	-214.250	2998.250			
640	-899.550	-214.250	2998.250			
641	-943.150	-214.250	2998.250			
642	-986.750	-214.250	2998.250			
643	-1030.350	-214.250	2998.250			
644	-1073.950	-214.250	2998.250			
645	-376.350	-128.550	2998.250			
646	-419.950	-128.550	2998.250			
647	-463.550	-128.550	2998.250			
648	-507.150	-128.550	2998.250			
649	-550.750	-128.550	2998.250			
650	-594.350	-128.550	2998.250			
651	-637.950	-128.550	2998.250			
652	-681.550	-128.550	2998.250			
653	-725.150	-128.550	2998.250			
654	-768.750	-128.550	2998.250			
655	-812.350	-128.550	2998.250			
656	-855.950	-128.550	2998.250			
657	-899.550	-128.550	2998.250			
658	-943.150	-128.550	2998.250			
659	-986.750	-128.550	2998.250			
660	-1030.350	-128.550	2998.250			
661	-1073.950	-128.550	2998.250			
662	-463.550	-42.850	2998.250			
663	-507.150	-42.850	2998.250			
664	-550.750	-42.850	2998.250			
665	-594.350	-42.850	2998.250			
666	-637.950	-42.850	2998.250			
667	-681.550	-42.850	2998.250			
668	-725.150	-42.850	2998.250			
669	-768.750	-42.850	2998.250			
670	-812.350	-42.850	2998.250			
671	-855.950	-42.850	2998.250			
672	-899.550	-42.850	2998.250			
673	-943.150	-42.850	2998.250			
674	-986.750	-42.850	2998.250			
675	-1030.350	-42.850	2998.250			
676	-1073.950	-42.850	2998.250			
677	-463.550	42.850	2998.250			
678	-507.150	42.850	2998.250			
679	-550.750	42.850	2998.250			
680	-594.350	42.850	2998.250			
681	-637.950	42.850	2998.250			
682	-681.550	42.850	2998.250			
683	-725.150	42.850	2998.250			
684	-768.750	42.850	2998.250			
685	-812.350	42.850	2998.250			
686	-855.950	42.850	2998.250			
687	-899.550	42.850	2998.250			
688	-943.150	42.850	2998.250			
689	-986.750	42.850	2998.250			
690	-1030.350	42.850	2998.250			
691	-1073.950	42.850	2998.250			
692	-376.350	128.550	2998.250			
693	-419.950	128.550	2998.250			
694	-463.550	128.550	2998.250			
695	-507.150	128.550	2998.250			
696	-550.750	128.550	2998.250			
697	-594.350	128.550	2998.250			
698	-637.950	128.550	2998.250			
699	-681.550	128.550	2998.250			
700	-725.150	128.550	2998.250			
701	-768.750	128.550	2998.250			
702	-812.350	128.550	2998.250			
703	-855.950	128.550	2998.250			
704	-899.550	128.550	2998.250			
705	-943.150	128.550	2998.250			
706	-986.750	128.550	2998.250			
707	-1030.350	128.550	2998.250			
708	-1073.950	128.550	2998.250			
709	-332.750	214.250	2998.250			
710	-376.350	214.250	2998.250			
711	-419.950	214.250	2998.250			
712	-463.550	214.250	2998.250			
713	-507.150	214.250	2998.250			
714	-550.750	214.250	2998.250			
715	-594.350	214.250	2998.250			
716	-637.950	214.250	2998.250			
717	-681.550	214.250	2998.250			
718	-725.150	214.250	2998.250			
719	-768.750	214.250	2998.250			
720	-812.350	214.250	2998.250			
721	-855.950	214.250	2998.250			
722	-899.550	214.250	2998.250			
723	-943.150	214.250	2998.250			
724	-986.750	214.250	2998.250			
725	-1030.350	214.250	2998.250			
726	-1073.950	214.250	2998.250			
727	-289.150	299.950	2998.250			
728	-332.750	299.950	2998.250			
729	-376.350	299.950	2998.250			
730	-419.950	299.950	2998.250			
731	-463.550	299.950	2998.250			
732	-507.150	299.950	2998.250			
733	-550.750	299.950	2998.250			
734	-594.350	299.950	2998.250			
735	-637.950	299.950	2998.250			
736	-681.550	299.950	2998.250			
737	-725.150	299.950	2998.250			
738	-768.750	299.950	2998.250			
739	-812.350	299.950	2998.250			
740	-855.950	299.950	2998.250			
741	-899.550	299.950	2998.250			
742	-943.150	299.950	2998.250			
743	-986.750	299.950	2998.250			
744	-1030.350	299.950	2998.250			
745	-1073.950	299.950	2998.250			
746	-289.150	385.650	2998.250			
747	-332.750	385.650	2998.250			
748	-376.350	385.650	2998.250			
749	-419.950	385.650	2998.250			
750	-463.550	385.650	2998.250			
751	-507.150	385.650	2998.250			
752	-550.750	385.650	2998.250			
753	-594.350	385.650	2998.250			
754	-637.950	385.650	2998.250			
755	-681.550	385.650	2998.250			
756	-725.150	385.650	2998.250			
757	-768.750	385.650	2998.250			
758	-812.350	385.650	2998.250			
759	-855.950	385.650	2998.250			
760	-899.550	385.650	2998.250			
761	-943.150	385.650	2998.250			
762	-27.550	471.350	2998.250			
763	-71.150	471.350	2998.250			
764	-114.750	471.350	2998.250			
765	-158.350	471.350	2998.250			
766	-201.950	471.350	2998.250			
767	-245.550	471.350	2998.250			
768	-289.150	471.350	2998.250			
769	-332.750	471.350	2998.250			
770	-376.350	471.350	2998.250			
771	-419.950	471.350	2998.250			
772	-463.550	471.350	2998.250			
773	-507.150	471.350	2998.250			
774	-550.750	471.350	2998.250			
775	-594.350	471.350	2998.250			
776	-637.950	471.350	2998.250			
777	-681.550	471.350	2998.250			
778	-725.150	471.350	2998.250			
779	-768.750	471.350	2998.250			
780	-812.350	471.350	2998.250			
781	-855.950	471.350	2998.250			
782	-899.550	471.350	2998.250			
783	-943.150	471.350	2998.250			
784	-27.550	557.050	2998.250			
785	-71.150	557.050	2998.250			
786	-114.750	557.050	2998.250			
787	-158.350	557.050	2998.250			
788	-201.950	557.050	2998.250			
789	-245.550	557.050	2998.250			
790	-289.150	557.050	2998.250			
791	-332.750	557.050	2998.250			
792	-376.350	557.050	2998.250			
793	-419.950	557.050	2998.250			
794	-463.550	557.050	2998.250			
795	-507.150	557.050	2998.250			
796	-550.750	557.050	2998.250			
797	-594.350	557.050	2998.250			
798	-637.950	557.050	2998.250			
799	-681.550	557.050	2998.250			
800	-725.150	557.050	2998.250			
801	-768.750	557.050	2998.250			
802	-812.350	557.050	2998.250			
803	-855.950	557.050	2998.250			
804	-899.550	557.050	2998.250			
805	-943.150	557.050	2998.250			
806	-986.750	557.050	2998.250			
807	-27.550	642.750	2998.250			
808	-71.150	642.750	2998.250			
809	-114.750	642.750	2998.250			
810	-158.350	642.750	2998.250			
811	-201.950	642.750	2998.250			
812	-245.550	642.750	2998.250			
813	-289.150	642.750	2998.250			
814	-332.750	642.750	2998.250			
815	-376.350	642.750	2998.250			
816	-419.950	642.750	2998.250			
817	-463.550	642.750	2998.250			
818	-507.150	642.750	2998.250			
819	-550.750	642.750	2998.250			
