Module 	X	Y	Z
869	-419.950	-857.000	3028.5
870	-463.550	-857.000	3028.5
871	-507.150	-857.000	3028.5
872	-550.750	-857.000	3028.5
873	-594.350	-857.000	3028.5
874	-637.950	-857.000	3028.5
875	-681.550	-857.000	3028.5
876	-27.550	-942.700	3028.5
877	-71.150	-942.700	3028.5
878	-114.750	-942.700	3028.5
879	-158.350	-942.700	3028.5
880	-201.950	-942.700	3028.5
881	-245.550	-942.700	3028.5
882	-289.150	-942.700	3028.5
883	-332.750	-942.700	3028.5
884	-376.350	-942.700	3028.5
885	-419.950	-942.700	3028.5
886	-463.550	-942.700	3028.5
887	-507.150	-942.700	3028.5
888	-550.750	-942.700	3028.5
889	-114.750	-1028.400	3028.5
890	-158.350	-1028.400	3028.5
891	-201.950	-1028.400	3028.5
892	-245.550	-1028.400	3028.5
893	-289.150	-1028.400	3028.5
894	-332.750	-1028.400	3028.5
895	-201.95000000000002	428.5	3028.5
896	-158.35000000000002	428.5	3028.5
897	201.95000000000002	-428.5	3028.5
898	158.35000000000002	-428.5	3028.5
