,X,Y
313,-158.35,-428.5
314,-201.95,-428.5
315,-245.55,-428.5
316,-289.15,-428.5
317,-332.75,-428.5
318,-376.35,-428.5
319,-419.95,-428.5
320,-463.55,-428.5
321,-507.15,-428.5
322,-550.75,-428.5
323,-594.35,-428.5
324,-27.55,-514.2
325,-71.15,-514.2
326,-114.75,-514.2
327,-158.35,-514.2
328,-201.95,-514.2
329,-245.55,-514.2
330,-289.15,-514.2
331,-332.75,-514.2
332,-376.35,-514.2
333,-419.95,-514.2
334,-463.55,-514.2
335,-507.15,-514.2
336,-550.75,-514.2
337,-27.55,-599.9
338,-71.15,-599.9
339,-114.75,-599.9
340,-158.35,-599.9
341,-201.95,-599.9
342,-245.55,-599.9
343,-289.15,-599.9
344,-332.75,-599.9
345,-376.35,-599.9
346,-419.95,-599.9
347,-463.55,-599.9
348,-27.55,-685.6
349,-71.15,-685.6
350,-114.75,-685.6
351,-158.35,-685.6
352,-201.95,-685.6
353,-245.55,-685.6
354,-289.15,-685.6
355,-332.75,-685.6
