,X,Y
794,-855.95,-514.2
795,-899.55,-514.2
796,-943.15,-514.2
797,-986.75,-514.2
798,-27.55,-599.9
799,-71.15,-599.9
800,-114.75,-599.9
801,-158.35,-599.9
802,-201.95,-599.9
803,-245.55,-599.9
804,-289.15,-599.9
805,-332.75,-599.9
806,-376.35,-599.9
807,-419.95,-599.9
808,-463.55,-599.9
809,-507.15,-599.9
810,-550.75,-599.9
811,-594.35,-599.9
812,-637.95,-599.9
813,-681.55,-599.9
814,-725.15,-599.9
815,-768.75,-599.9
816,-812.35,-599.9
817,-855.95,-599.9
818,-899.55,-599.9
819,-943.15,-599.9
820,-27.55,-685.6
821,-71.15,-685.6
822,-114.75,-685.6
823,-158.35,-685.6
824,-201.95,-685.6
825,-245.55,-685.6
826,-289.15,-685.6
827,-332.75,-685.6
828,-376.35,-685.6
829,-419.95,-685.6
830,-463.55,-685.6
831,-507.15,-685.6
832,-550.75,-685.6
833,-594.35,-685.6
834,-637.95,-685.6
835,-681.55,-685.6
836,-725.15,-685.6
837,-768.75,-685.6
838,-812.35,-685.6
839,-855.95,-685.6
840,-27.55,-771.3
841,-71.15,-771.3
842,-114.75,-771.3
843,-158.35,-771.3
844,-201.95,-771.3
845,-245.55,-771.3
846,-289.15,-771.3
847,-332.75,-771.3
848,-376.35,-771.3
849,-419.95,-771.3
850,-463.55,-771.3
851,-507.15,-771.3
852,-550.75,-771.3
853,-594.35,-771.3
854,-637.95,-771.3
855,-681.55,-771.3
856,-725.15,-771.3
857,-768.75,-771.3
858,-27.55,-857.0
859,-71.15,-857.0
860,-114.75,-857.0
861,-158.35,-857.0
862,-201.95,-857.0
863,-245.55,-857.0
864,-289.15,-857.0
865,-332.75,-857.0
866,-376.35,-857.0
867,-419.95,-857.0
868,-463.55,-857.0
869,-507.15,-857.0
870,-550.75,-857.0
871,-594.35,-857.0
872,-637.95,-857.0
873,-681.55,-857.0
874,-27.55,-942.7
875,-71.15,-942.7
876,-114.75,-942.7
877,-158.35,-942.7
878,-201.95,-942.7
879,-245.55,-942.7
880,-289.15,-942.7
881,-332.75,-942.7
882,-376.35,-942.7
883,-419.95,-942.7
884,-463.55,-942.7
885,-507.15,-942.7
886,-550.75,-942.7
887,-114.75,-1028.4
888,-158.35,-1028.4
889,-201.95,-1028.4
890,-245.55,-1028.4
891,-289.15,-1028.4
892,-332.75,-1028.4
