,X,Y
402,245.55,814.15
403,289.15,814.15
404,332.75,814.15
405,376.35,814.15
406,419.95,814.15
407,463.55,814.15
408,507.15,814.15
409,550.75,814.15
410,594.35,814.15
411,637.95,814.15
412,681.55,814.15
413,725.15,814.15
414,768.75,814.15
415,27.55,899.85
416,71.15,899.85
417,114.75,899.85
418,158.35,899.85
419,201.95,899.85
420,245.55,899.85
421,289.15,899.85
422,332.75,899.85
423,376.35,899.85
424,419.95,899.85
425,463.55,899.85
426,507.15,899.85
427,550.75,899.85
428,594.35,899.85
429,637.95,899.85
430,681.55,899.85
431,27.55,985.55
432,71.15,985.55
433,114.75,985.55
434,158.35,985.55
435,201.95,985.55
436,245.55,985.55
437,289.15,985.55
438,332.75,985.55
439,376.35,985.55
440,419.95,985.55
441,463.55,985.55
442,507.15,985.55
443,550.75,985.55
444,114.75,1071.25
445,158.35,1071.25
446,201.95,1071.25
447,245.55,1071.25
448,289.15,1071.25
449,332.75,1071.25
450,376.35,1071.25
451,-158.35,-1072.25
452,-201.95,-1072.25
453,-245.55,-1072.25
454,-27.55,-986.55
455,-71.15,-986.55
456,-114.75,-986.55
457,-158.35,-986.55
458,-201.95,-986.55
459,-245.55,-986.55
460,-289.15,-986.55
461,-332.75,-986.55
462,-376.35,-986.55
463,-419.95,-986.55
464,-463.55,-986.55
465,-507.15,-986.55
466,-27.55,-900.85
467,-71.15,-900.85
468,-114.75,-900.85
469,-158.35,-900.85
470,-201.95,-900.85
471,-245.55,-900.85
472,-289.15,-900.85
473,-332.75,-900.85
474,-376.35,-900.85
475,-419.95,-900.85
476,-463.55,-900.85
477,-507.15,-900.85
478,-550.75,-900.85
479,-594.35,-900.85
480,-637.95,-900.85
481,-681.55,-900.85
482,-27.55,-815.15
483,-71.15,-815.15
484,-114.75,-815.15
485,-158.35,-815.15
486,-201.95,-815.15
487,-245.55,-815.15
488,-289.15,-815.15
489,-332.75,-815.15
490,-376.35,-815.15
491,-419.95,-815.15
492,-463.55,-815.15
493,-507.15,-815.15
494,-550.75,-815.15
495,-594.35,-815.15
496,-637.95,-815.15
497,-681.55,-815.15
498,-725.15,-815.15
499,-768.75,-815.15
500,-27.55,-729.45
501,-71.15,-729.45
502,-114.75,-729.45
503,-158.35,-729.45
504,-201.95,-729.45
505,-245.55,-729.45
506,-289.15,-729.45
507,-332.75,-729.45
508,-376.35,-729.45
509,-419.95,-729.45
510,-463.55,-729.45
511,-507.15,-729.45
512,-550.75,-729.45
513,-594.35,-729.45
514,-637.95,-729.45
515,-681.55,-729.45
516,-725.15,-729.45
517,-768.75,-729.45
518,-812.35,-729.45
519,-855.95,-729.45
520,-27.55,-643.75
521,-71.15,-643.75
522,-114.75,-643.75
523,-158.35,-643.75
524,-201.95,-643.75
525,-245.55,-643.75
526,-289.15,-643.75
527,-332.75,-643.75
528,-376.35,-643.75
529,-419.95,-643.75
530,-463.55,-643.75
531,-507.15,-643.75
532,-550.75,-643.75
533,-594.35,-643.75
534,-637.95,-643.75
535,-681.55,-643.75
536,-725.15,-643.75
537,-768.75,-643.75
538,-812.35,-643.75
539,-855.95,-643.75
540,-899.55,-643.75
541,-27.55,-558.05
542,-71.15,-558.05
543,-114.75,-558.05
544,-158.35,-558.05
545,-201.95,-558.05
546,-245.55,-558.05
547,-289.15,-558.05
548,-332.75,-558.05
549,-376.35,-558.05
550,-419.95,-558.05
551,-463.55,-558.05
552,-507.15,-558.05
553,-550.75,-558.05
554,-594.35,-558.05
555,-637.95,-558.05
556,-681.55,-558.05
557,-725.15,-558.05
558,-768.75,-558.05
559,-812.35,-558.05
560,-855.95,-558.05
561,-899.55,-558.05
562,-943.15,-558.05
563,-986.75,-558.05
564,-27.55,-472.35
565,-71.15,-472.35
566,-114.75,-472.35
567,-158.35,-472.35
568,-201.95,-472.35
569,-245.55,-472.35
570,-289.15,-472.35
571,-332.75,-472.35
572,-376.35,-472.35
573,-419.95,-472.35
574,-463.55,-472.35
575,-507.15,-472.35
576,-550.75,-472.35
577,-594.35,-472.35
578,-637.95,-472.35
579,-681.55,-472.35
580,-725.15,-472.35
581,-768.75,-472.35
582,-812.35,-472.35
583,-855.95,-472.35
584,-899.55,-472.35
585,-943.15,-472.35
586,-986.75,-472.35
587,-27.55,-385.65
588,-71.15,-385.65
589,-114.75,-385.65
590,-245.55,-385.65
591,-289.15,-385.65
592,-332.75,-385.65
593,-376.35,-385.65
594,-419.95,-385.65
595,-463.55,-385.65
596,-507.15,-385.65
597,-550.75,-385.65
598,-594.35,-385.65
599,-637.95,-385.65
600,-681.55,-385.65
601,-725.15,-385.65
602,-768.75,-385.65
603,-812.35,-385.65
604,-855.95,-385.65
605,-899.55,-385.65
606,-943.15,-385.65
607,-289.15,-299.95
608,-332.75,-299.95
609,-376.35,-299.95
610,-419.95,-299.95
611,-463.55,-299.95
612,-507.15,-299.95
613,-550.75,-299.95
614,-594.35,-299.95
615,-637.95,-299.95
616,-681.55,-299.95
617,-725.15,-299.95
618,-768.75,-299.95
619,-812.35,-299.95
620,-855.95,-299.95
621,-899.55,-299.95
622,-943.15,-299.95
623,-986.75,-299.95
624,-1030.35,-299.95
625,-1073.95,-299.95
626,-332.75,-214.25
627,-376.35,-214.25
628,-419.95,-214.25
629,-463.55,-214.25
630,-507.15,-214.25
631,-550.75,-214.25
632,-594.35,-214.25
633,-637.95,-214.25
634,-681.55,-214.25
635,-725.15,-214.25
636,-768.75,-214.25
637,-812.35,-214.25
638,-855.95,-214.25
639,-899.55,-214.25
640,-943.15,-214.25
641,-986.75,-214.25
642,-1030.35,-214.25
643,-1073.95,-214.25
644,-376.35,-128.55
645,-419.95,-128.55
646,-463.55,-128.55
647,-507.15,-128.55
648,-550.75,-128.55
649,-594.35,-128.55
650,-637.95,-128.55
651,-681.55,-128.55
652,-725.15,-128.55
653,-768.75,-128.55
654,-812.35,-128.55
655,-855.95,-128.55
656,-899.55,-128.55
657,-943.15,-128.55
658,-986.75,-128.55
659,-1030.35,-128.55
660,-1073.95,-128.55
661,-463.55,-42.85
662,-507.15,-42.85
663,-550.75,-42.85
664,-594.35,-42.85
665,-637.95,-42.85
666,-681.55,-42.85
667,-725.15,-42.85
668,-768.75,-42.85
669,-812.35,-42.85
670,-855.95,-42.85
671,-899.55,-42.85
672,-943.15,-42.85
673,-986.75,-42.85
674,-1030.35,-42.85
675,-1073.95,-42.85
676,-463.55,42.85
677,-507.15,42.85
678,-550.75,42.85
679,-594.35,42.85
680,-637.95,42.85
681,-681.55,42.85
682,-725.15,42.85
683,-768.75,42.85
684,-812.35,42.85
685,-855.95,42.85
686,-899.55,42.85
687,-943.15,42.85
688,-986.75,42.85
689,-1030.35,42.85
690,-1073.95,42.85
691,-376.35,128.55
692,-419.95,128.55
693,-463.55,128.55
694,-507.15,128.55
695,-550.75,128.55
696,-594.35,128.55
697,-637.95,128.55
698,-681.55,128.55
699,-725.15,128.55
700,-768.75,128.55
701,-812.35,128.55
702,-855.95,128.55
703,-899.55,128.55
704,-943.15,128.55
705,-986.75,128.55
706,-1030.35,128.55
707,-1073.95,128.55
708,-332.75,214.25
709,-376.35,214.25
710,-419.95,214.25
711,-463.55,214.25
712,-507.15,214.25
713,-550.75,214.25
714,-594.35,214.25
715,-637.95,214.25
716,-681.55,214.25
717,-725.15,214.25
718,-768.75,214.25
719,-812.35,214.25
720,-855.95,214.25
721,-899.55,214.25
722,-943.15,214.25
723,-986.75,214.25
724,-1030.35,214.25
725,-1073.95,214.25
726,-289.15,299.95
727,-332.75,299.95
728,-376.35,299.95
729,-419.95,299.95
730,-463.55,299.95
731,-507.15,299.95
732,-550.75,299.95
733,-594.35,299.95
734,-637.95,299.95
735,-681.55,299.95
736,-725.15,299.95
737,-768.75,299.95
738,-812.35,299.95
739,-855.95,299.95
740,-899.55,299.95
741,-943.15,299.95
742,-986.75,299.95
743,-1030.35,299.95
744,-1073.95,299.95
745,-289.15,385.65
746,-332.75,385.65
747,-376.35,385.65
748,-419.95,385.65
749,-463.55,385.65
750,-507.15,385.65
751,-550.75,385.65
752,-594.35,385.65
753,-637.95,385.65
754,-681.55,385.65
755,-725.15,385.65
756,-768.75,385.65
757,-812.35,385.65
758,-855.95,385.65
759,-899.55,385.65
760,-943.15,385.65
761,-27.55,471.35
762,-71.15,471.35
763,-114.75,471.35
764,-158.35,471.35
765,-201.95,471.35
766,-245.55,471.35
767,-289.15,471.35
768,-332.75,471.35
769,-376.35,471.35
770,-419.95,471.35
771,-463.55,471.35
772,-507.15,471.35
773,-550.75,471.35
774,-594.35,471.35
775,-637.95,471.35
776,-681.55,471.35
777,-725.15,471.35
778,-768.75,471.35
779,-812.35,471.35
780,-855.95,471.35
781,-899.55,471.35
782,-943.15,471.35
783,-27.55,557.05
784,-71.15,557.05
785,-114.75,557.05
786,-158.35,557.05
787,-201.95,557.05
788,-245.55,557.05
789,-289.15,557.05
790,-332.75,557.05
791,-376.35,557.05
792,-419.95,557.05
793,-463.55,557.05
794,-507.15,557.05
795,-550.75,557.05
796,-594.35,557.05
797,-637.95,557.05
798,-681.55,557.05
799,-725.15,557.05
800,-768.75,557.05
801,-812.35,557.05
802,-855.95,557.05
803,-899.55,557.05
804,-943.15,557.05
805,-986.75,557.05
806,-27.55,642.75
807,-71.15,642.75
808,-114.75,642.75
809,-158.35,642.75
810,-201.95,642.75
811,-245.55,642.75
812,-289.15,642.75
813,-332.75,642.75
814,-376.35,642.75
815,-419.95,642.75
816,-463.55,642.75
817,-507.15,642.75
818,-550.75,642.75
819,-594.35,642.75
820,-637.95,642.75
821,-681.55,642.75
822,-725.15,642.75
823,-768.75,642.75
824,-812.35,642.75
825,-855.95,642.75
826,-899.55,642.75
827,-943.15,642.75
828,-27.55,728.45
829,-71.15,728.45
830,-114.75,728.45
831,-158.35,728.45
832,-201.95,728.45
833,-245.55,728.45
834,-289.15,728.45
835,-332.75,728.45
836,-376.35,728.45
837,-419.95,728.45
838,-463.55,728.45
839,-507.15,728.45
840,-550.75,728.45
841,-594.35,728.45
842,-637.95,728.45
843,-681.55,728.45
844,-725.15,728.45
845,-768.75,728.45
846,-812.35,728.45
847,-855.95,728.45
848,-27.55,814.15
849,-71.15,814.15
850,-114.75,814.15
851,-158.35,814.15
852,-201.95,814.15
853,-245.55,814.15
854,-289.15,814.15
855,-332.75,814.15
856,-376.35,814.15
857,-419.95,814.15
858,-463.55,814.15
859,-507.15,814.15
860,-550.75,814.15
861,-594.35,814.15
862,-637.95,814.15
863,-681.55,814.15
864,-725.15,814.15
865,-768.75,814.15
866,-27.55,899.85
867,-71.15,899.85
868,-114.75,899.85
869,-158.35,899.85
870,-201.95,899.85
871,-245.55,899.85
872,-289.15,899.85
873,-332.75,899.85
874,-376.35,899.85
875,-419.95,899.85
876,-463.55,899.85
877,-507.15,899.85
878,-550.75,899.85
879,-594.35,899.85
880,-637.95,899.85
881,-681.55,899.85
882,-27.55,985.55
883,-71.15,985.55
884,-114.75,985.55
885,-158.35,985.55
886,-201.95,985.55
887,-245.55,985.55
888,-289.15,985.55
889,-332.75,985.55
890,-376.35,985.55
891,-419.95,985.55
892,-463.55,985.55
893,-507.15,985.55
894,-550.75,985.55
895,-114.75,1071.25
896,-158.35,1071.25
897,-201.95,1071.25
898,-245.55,1071.25
899,-289.15,1071.25
900,-332.75,1071.25
901,-376.35,1071.25
